,hgnc_symbol,Gene
50698,RP11-157D23.2,ENSG00000234191
50699,U82671.8,ENSG00000234200
50700,RP11-383C12.2,ENSG00000234201
50701,NCLP2,ENSG00000234228
50702,RP1-290C9.2,ENSG00000234230
50703,OR1AA1P,ENSG00000234288
50704,RP11-236M5.1,ENSG00000234322
50705,LL0XNC01-116E7.1,ENSG00000234345
50706,GLUD1P9,ENSG00000234349
50707,FAM47DP,ENSG00000234355
50708,AF238380.5,ENSG00000234390
50709,RP11-344N17.6,ENSG00000234391
50710,BX682235.1,ENSG00000234404
50711,LL0XNC01-250H12.3,ENSG00000234405
50712,RP6-29D12.2,ENSG00000234413
50713,BX276092.2,ENSG00000234442
50714,RP11-344N17.13,ENSG00000234448
50715,RP11-706O15.3,ENSG00000234449
50716,RP1-14D6.2,ENSG00000234454
50717,RP13-470G3.2,ENSG00000234463
50718,RP11-266I3.1,ENSG00000234466
50719,AC002365.2,ENSG00000234469
50720,GS1-421I3.2,ENSG00000234493
50721,RP1-169K13.2,ENSG00000234524
50722,RP1-164F3.8,ENSG00000234557
50723,RP11-517D11.3,ENSG00000234558
50724,RP13-158L7.2,ENSG00000234564
50725,RP3-390O13.1,ENSG00000234566
50726,ZFRP1,ENSG00000234570
50727,RP11-41L14.1,ENSG00000234592
50728,RP5-1158E12.1,ENSG00000234613
50729,RP13-297E16.5,ENSG00000234622
50730,RP11-169L17.2,ENSG00000234636
50731,AF003625.1,ENSG00000234696
50732,AC004478.2,ENSG00000234702
50733,RP11-143G3.1,ENSG00000234712
50734,RP11-183K14.1,ENSG00000234748
50735,RP11-56H2.2,ENSG00000234766
50736,RP11-552E4.2,ENSG00000234780
50737,RP1-241P17.3,ENSG00000234785
50738,RP11-552J9.6,ENSG00000234792
50739,RP13-507I23.2,ENSG00000234825
50740,RP11-522L3.8,ENSG00000234886
50741,RP13-130D24.1,ENSG00000234889
50742,RP1-197J16.3,ENSG00000234901
50743,RP13-465B17.2,ENSG00000234958
50744,RP13-33H18.1,ENSG00000234969
50745,RP11-585K14.1,ENSG00000235039
50746,RP1-198G23.2,ENSG00000235061
50747,RP11-759L5.2,ENSG00000235071
50748,RP11-485B17.8,ENSG00000235073
50749,RP5-1158B12.1,ENSG00000235124
50750,RP13-146A14.1,ENSG00000235136
50751,RP1-267M5.1,ENSG00000235170
50752,RP4-537K23.4,ENSG00000235189
50753,RP1-197O17.3,ENSG00000235190
50754,RP1-3E10.2,ENSG00000235196
50755,RP5-958B3.2,ENSG00000235211
50756,CTC-233O10.1,ENSG00000235219
50757,RP11-236P24.1,ENSG00000235224
50758,RP1-203C2.4,ENSG00000235239
50759,RP11-761E20.1,ENSG00000235244
50760,AC232272.1,ENSG00000235254
50761,RP11-258C19.6,ENSG00000235262
50762,RP4-741O10.3,ENSG00000235270
50763,RP1-107N3.1,ENSG00000235274
50764,RP11-265P11.2,ENSG00000235304
50765,RP5-1168A5.1,ENSG00000235329
50766,RP1-203C2.3,ENSG00000235334
50767,AF196972.3,ENSG00000235350
50768,RP11-351K23.2,ENSG00000235382
50769,GS1-600G8.5,ENSG00000235385
50770,RP3-339A18.3,ENSG00000235416
50771,RP11-471G13.1,ENSG00000235425
50772,RP11-357C3.3,ENSG00000235437
50773,RP1-279N11.1,ENSG00000235447
50774,RP5-928E24.2,ENSG00000235461
50775,RP11-146D5.3,ENSG00000235483
50776,VENTXP1,ENSG00000235502
50777,BX842568.1,ENSG00000235510
50778,RP11-467P22.4,ENSG00000235512
50779,RP5-1189K21.1,ENSG00000235539
50780,RP11-75A9.2,ENSG00000235587
50781,GS1-600G8.4,ENSG00000235592
50782,RP1-169P22.1,ENSG00000235598
50783,SPANXB1,ENSG00000235604
50784,NUS1P1,ENSG00000235636
50785,GS1-309P15.1,ENSG00000235642
50786,RP11-161I19.3,ENSG00000235656
50787,AC151961.1,ENSG00000235675
50788,RP11-126D17.1,ENSG00000235685
50789,RP11-243C2.1,ENSG00000235699
50790,RP13-507I23.1,ENSG00000235703
50791,RP1-93L7.3,ENSG00000235723
50792,RP11-29O6.2,ENSG00000235729
50793,RP4-765F13.2,ENSG00000235730
50794,RP1-30E17.1,ENSG00000235735
50795,U52112.10,ENSG00000235802
50796,RP4-646N3.1,ENSG00000235806
50797,RP11-308B5.2,ENSG00000235813
50798,RP1-60N8.1,ENSG00000235834
50799,RP3-435D1.4,ENSG00000235849
50800,RP11-133K18.1,ENSG00000235892
50801,RP13-444K19.1,ENSG00000235916
50802,RP13-928P6.3,ENSG00000235929
50803,LL0XNC01-240C2.1,ENSG00000235946
50804,AC152006.1,ENSG00000235961
50805,RP1-106C24.1,ENSG00000235975
50806,RP1-197J16.1,ENSG00000235976
50807,RP11-143H17.1,ENSG00000235991
50808,NCRNA00105,ENSG00000236017
50809,RP1-203C2.2,ENSG00000236042
50810,RP6-191P20.4,ENSG00000236064
50811,RP11-281B1.2,ENSG00000236072
50812,RP11-232D9.2,ENSG00000236077
50813,YAP1P2,ENSG00000236080
50814,RP3-473B4.3,ENSG00000236091
50815,RP11-733O18.1,ENSG00000236120
50816,CT47A3,ENSG00000236126
50817,GS1-541M1.2,ENSG00000236160
50818,RP11-471G13.4,ENSG00000236185
50819,RP1-245G19.2,ENSG00000236187
50820,RP11-558O12.3,ENSG00000236188
50821,RP1-298J18.1,ENSG00000236189
50822,RP3-431C21.1,ENSG00000236190
50823,RP3-406C18.1,ENSG00000236205
50824,RP11-29L10.1,ENSG00000236243
50825,GAGE2C,ENSG00000236249
50826,RP11-487I9.2,ENSG00000236256
50827,RP6-218J18.3,ENSG00000236276
50828,RP11-64I1.2,ENSG00000236285
50829,L29074.5,ENSG00000236337
50830,GAGE12F,ENSG00000236362
50831,RP5-849L7.1,ENSG00000236365
50832,CT47A1,ENSG00000236371
50833,RP11-320G24.1,ENSG00000236393
50834,RP13-24G8.2,ENSG00000236413
50835,CT47B1,ENSG00000236446
50836,RP11-753E22.2,ENSG00000236487
50837,RP13-565O16.2,ENSG00000236491
50838,RP11-308B5.3,ENSG00000236509
50839,RP11-707P20.1,ENSG00000236513
50840,RP13-77O11.7,ENSG00000236518
50841,RP6-29D12.3,ENSG00000236571
50842,RP11-22B10.3,ENSG00000236576
50843,HMGA1L1,ENSG00000236683
50844,RP13-470G3.1,ENSG00000236735
50845,GAGE12B,ENSG00000236737
50846,RP11-157D23.1,ENSG00000236747
50847,RP1-30G7.2,ENSG00000236751
50848,RP11-151A2.2,ENSG00000236813
50849,RP5-1145L23.2,ENSG00000236828
50850,RP11-753E22.4,ENSG00000236836
50851,RP11-3D23.1,ENSG00000236852
50852,RP1-223D17.1,ENSG00000236870
50853,NCRNA00106,ENSG00000236871
50854,RP3-384D21.2,ENSG00000236880
50855,RP11-699A7.1,ENSG00000236929
50856,RP13-100A9.2,ENSG00000236982
50857,RP11-402K9.1,ENSG00000236988
50858,AC004074.4,ENSG00000237014
50859,GS1-433O24.1,ENSG00000237019
50860,RP1-315G1.1,ENSG00000237025
50861,AJ271736.1,ENSG00000237040
50862,RP11-451L9.2,ENSG00000237089
50863,RP3-346O6.2,ENSG00000237106
50864,GS1-466O4.5,ENSG00000237171
50865,RP11-402P6.3,ENSG00000237182
50866,BX004827.1,ENSG00000237201
50867,RP11-315O19.1,ENSG00000237206
50868,RP11-13E5.2,ENSG00000237208
50869,RP1-30P20.1,ENSG00000237211
50870,RP3-436M11.3,ENSG00000237221
50871,RP11-324A3.1,ENSG00000237225
50872,RP11-322A17.1,ENSG00000237252
50873,RP11-402P6.9,ENSG00000237265
50874,RP11-552J9.11,ENSG00000237275
50875,EIF4BP9,ENSG00000237294
50876,RP11-522L3.3,ENSG00000237300
50877,SRRM1P3,ENSG00000237307
50878,RP6-159A1.3,ENSG00000237311
50879,RP1-136J15.1,ENSG00000237319
50880,RP1-315G1.4,ENSG00000237331
50881,RP5-878I13.1,ENSG00000237332
50882,AF196779.11,ENSG00000237341
50883,RP11-344N17.11,ENSG00000237345
50884,CTD-2522E6.4,ENSG00000237351
50885,RP3-455H14.1,ENSG00000237381
50886,AL691477.1,ENSG00000237391
50887,ZIK1P1,ENSG00000237426
50888,RP11-308B5.4,ENSG00000237432
50889,RP1-169K13.1,ENSG00000237458
50890,RP11-456E1.4,ENSG00000237475
50891,RP13-926M18.1,ENSG00000237490
50892,RP1-138A5.1,ENSG00000237506
50893,RP11-234P3.4,ENSG00000237528
50894,RP11-309M23.1,ENSG00000237531
50895,GS1-594A7.5,ENSG00000237539
50896,RP1-20J23.1,ENSG00000237584
50897,GAGE13,ENSG00000237597
50898,OR3B1P,ENSG00000237619
50899,RP11-571E6.1,ENSG00000237623
50900,RP11-522L3.4,ENSG00000237628
50901,OR11Q1P,ENSG00000237650
50902,RP11-169L17.5,ENSG00000237661
50903,GAGE12C,ENSG00000237671
50904,RP3-514P16.1,ENSG00000237682
50905,RP11-445O16.2,ENSG00000237708
50906,RP11-402P6.4,ENSG00000237717
50907,RP11-459A10.1,ENSG00000237730
50908,U82670.4,ENSG00000237736
50909,AC002368.4,ENSG00000237741
50910,UQCRBP1,ENSG00000237748
50911,RP13-75G22.1,ENSG00000237752
50912,EEF1A1P30,ENSG00000237757
50913,RP1-192P9.1,ENSG00000237782
50914,U52111.3,ENSG00000237793
50915,AMDP1,ENSG00000237801
50916,PA2G4P1,ENSG00000237828
50917,RP11-432N13.2,ENSG00000237833
50918,RP3-499B10.4,ENSG00000237836
50919,EEF1A1P31,ENSG00000237859
50920,RP11-232D9.4,ENSG00000237860
50921,RP6-24A23.3,ENSG00000237863
50922,RP11-156J23.1,ENSG00000237873
50923,RP5-1174J21.1,ENSG00000237875
50924,RP11-417D4.1,ENSG00000237891
50925,RP3-404F18.5,ENSG00000237903
50926,RP13-346H10.2,ENSG00000237926
50927,RP11-469E19.1,ENSG00000237931
50928,CT47A5,ENSG00000237957
50929,RP11-151G12.2,ENSG00000237963
50930,RP11-231N9.1,ENSG00000237971
50931,RP1-146A15.1,ENSG00000237994
50932,RP11-38O23.7,ENSG00000238032
50933,AF011889.2,ENSG00000238039
50934,RP4-537K23.2,ENSG00000238040
50935,RP11-382F24.3,ENSG00000238047
50936,LL0XNC01-105G4.3,ENSG00000238049
50937,RP3-378P9.1,ENSG00000238066
50938,RP1-54B20.7,ENSG00000238068
50939,RPL9P7,ENSG00000238103
50940,RP11-402P6.7,ENSG00000238106
50941,RP3-347M6.2,ENSG00000238116
50942,RP4-646N3.3,ENSG00000238123
50943,RP11-552J9.15,ENSG00000238127
50944,RP11-431J24.2,ENSG00000238178
50945,RP5-875H3.2,ENSG00000238188
50946,RP11-637B23.3,ENSG00000238190
50947,RP11-555H23.1,ENSG00000238193
50948,RP13-36C9.5,ENSG00000238200
50949,RP11-126D17.4,ENSG00000238205
50950,RP13-210D15.4,ENSG00000238210
50951,MKRNP5,ENSG00000238222
50952,RP6-204F4.2,ENSG00000238223
50953,GS1-309P15.4,ENSG00000238247
50954,PAGE2B,ENSG00000238269
50955,snoU13,ENSG00000238327
50956,Y_RNA,ENSG00000238426
50957,snoU13,ENSG00000238461
50958,snoU13,ENSG00000238473
50959,snoU13,ENSG00000238485
50960,U7,ENSG00000238606
50961,AC073597.1,ENSG00000238623
50962,snoU13,ENSG00000238626
50963,U7,ENSG00000238709
50964,snoU13,ENSG00000238729
50965,U7,ENSG00000238730
50966,snoU13,ENSG00000238764
50967,snoU13,ENSG00000238811
50968,snoU13,ENSG00000238920
50969,Y_RNA,ENSG00000238926
50970,snoU13,ENSG00000238969
50971,ACA64,ENSG00000239008
50972,snoU13,ENSG00000239017
50973,snoU13,ENSG00000239037
50974,AF222686.2,ENSG00000239057
50975,snoU13,ENSG00000239058
50976,snoU13,ENSG00000239080
50977,SNORA35,ENSG00000239182
50978,snoU13,ENSG00000239188
50979,AC112653.1,ENSG00000239228
50980,AC073488.1,ENSG00000239292
50981,AL391315.1,ENSG00000239318
50982,AC073909.1,ENSG00000239333
50983,RP6-162O13.2,ENSG00000239341
50984,RP1-146H21.3,ENSG00000239345
50985,LL0XNC01-237H1.2,ENSG00000239407
50986,RP11-45D17.1,ENSG00000239429
50987,AL391380.1,ENSG00000239430
50988,RP1-169K13.3,ENSG00000239500
50989,AL135749.1,ENSG00000239577
50990,AL035443.1,ENSG00000239579
50991,AL591394.1,ENSG00000239738
50992,AL138891.1,ENSG00000239745
50993,AC073493.1,ENSG00000239746
50994,AL590407.2,ENSG00000239786
50995,AL391821.1,ENSG00000239916
50996,AL158141.4,ENSG00000240013
50997,AL030997.3,ENSG00000240060
50998,AL590407.1,ENSG00000240101
50999,LL0YNC03-3F3.1,ENSG00000240120
51000,RP5-1100E15.3,ENSG00000240127
51001,RP4-753P9.3,ENSG00000240143
51002,BX119964.3,ENSG00000240147
51003,RP11-449M18.2,ENSG00000240178
51004,AL391375.3,ENSG00000240217
51005,GAGE2D,ENSG00000240257
51006,AC004383.1,ENSG00000240262
51007,AC004998.2,ENSG00000240327
51008,AC002504.1,ENSG00000240439
51009,RP11-479I1.4,ENSG00000240556
51010,AL590407.5,ENSG00000240896
51011,AL030997.1,ENSG00000240918
51012,AL672138.2,ENSG00000241049
51013,AL158141.3,ENSG00000241072
51014,RP13-347D8.5,ENSG00000241087
51015,RP11-308D16.2,ENSG00000241150
51016,AL590131.1,ENSG00000241198
51017,RP11-344N17.3,ENSG00000241207
51018,XX-FW81657B9.5,ENSG00000241239
51019,AL589987.1,ENSG00000241248
51020,AC121344.2,ENSG00000241263
51021,AL158819.3,ENSG00000241332
51022,RPL36A,ENSG00000241343
51023,BX119964.2,ENSG00000241387
51024,AL139809.1,ENSG00000241390
51025,RP11-512H23.2,ENSG00000241418
51026,AC003684.1,ENSG00000241422
51027,AC119041.1,ENSG00000241424
51028,GAGE12I,ENSG00000241465
51029,SSX2,ENSG00000241476
51030,AF011889.5,ENSG00000241489
51031,AL391358.1,ENSG00000241602
51032,RP11-357K9.2,ENSG00000241607
51033,RP5-964N17.1,ENSG00000241743
51034,AF011889.4,ENSG00000241769
51035,AC004073.1,ENSG00000241793
51036,RP11-242C19.2,ENSG00000241886
51037,AL133512.1,ENSG00000241948
51038,AL591398.1,ENSG00000241979
51039,AL590407.4,ENSG00000242006
51040,USP27X,ENSG00000242013
51041,ZFP92,ENSG00000242018
51042,RP11-268G12.3,ENSG00000242021
51043,AC119041.2,ENSG00000242051
51044,AL590407.8,ENSG00000242056
51045,AL031311.1,ENSG00000242065
51046,CT45A2,ENSG00000242185
51047,AC002523.1,ENSG00000242186
51048,AL670455.1,ENSG00000242196
51049,AC003684.2,ENSG00000242205
51050,BX119964.1,ENSG00000242217
51051,Z80107.2,ENSG00000242228
51052,CT45A5,ENSG00000242284
51053,RP11-609C15.1,ENSG00000242286
51054,AL158141.5,ENSG00000242322
51055,CT47A2,ENSG00000242362
51056,RP11-24O6.2,ENSG00000242500
51057,AL158819.2,ENSG00000242503
51058,RP11-1007I13.3,ENSG00000242520
51059,AL627402.1,ENSG00000242559
51060,CSAG4,ENSG00000242599
51061,OR5BH1P,ENSG00000242610
51062,AL035427.1,ENSG00000242642
51063,AL357752.2,ENSG00000242657
51064,AL030997.5,ENSG00000242694
51065,RGAG4,ENSG00000242732
51066,RP1-215K18.1,ENSG00000242846
51067,XX-FW83563B9.5,ENSG00000242892
51068,AL158819.5,ENSG00000242918
51069,AL592043.1,ENSG00000242934
51070,AL391375.2,ENSG00000242975
51071,AL137845.1,ENSG00000242998
51072,AL078580.1,ENSG00000243011
51073,AL451005.1,ENSG00000243041
51074,FTHL18,ENSG00000243048
51075,RP11-242C19.3,ENSG00000243055
51076,AF003529.1,ENSG00000243128
51077,AL078639.1,ENSG00000243157
51078,AL590240.1,ENSG00000243200
51079,PRAF2,ENSG00000243279
51080,AL390840.1,ENSG00000243434
51081,AC073493.2,ENSG00000243459
51082,AL121601.1,ENSG00000243463
51083,INGX,ENSG00000243468
51084,U82695.1,ENSG00000243472
51085,AC073493.3,ENSG00000243530
51086,AL391375.4,ENSG00000243598
51087,AC119041.3,ENSG00000243602
51088,AL590407.6,ENSG00000243603
51089,AF011889.6,ENSG00000243604
51090,AL590240.2,ENSG00000243706
51091,RP1-136J15.3,ENSG00000243736
51092,LL0XNC01-37G1.1,ENSG00000243768
51093,RP11-1007I13.4,ENSG00000243814
51094,Z80107.1,ENSG00000243862
51095,AL590407.9,ENSG00000243890
51096,RGAG1,ENSG00000243978
51097,AL158819.1,ENSG00000243992
51098,AL355852.1,ENSG00000244006
51099,AF274573.1,ENSG00000244047
51100,AL590240.4,ENSG00000244075
51101,BX119964.4,ENSG00000244095
51102,AL030997.2,ENSG00000244105
51103,AL590240.3,ENSG00000244181
51104,GS1-19O24.3,ENSG00000244186
51105,AL158819.4,ENSG00000244188
51106,AL391375.1,ENSG00000244258
51107,AL158141.2,ENSG00000244320
51108,U52111.2,ENSG00000244335
51109,AC004386.1,ENSG00000244416
51110,RP4-655L22.2,ENSG00000244439
51111,AL590407.7,ENSG00000244450
51112,AL590407.3,ENSG00000244494
51113,Z82216.1,ENSG00000244520
51114,TRNAE37P,ENSG00000244680
51115,AL929101.1,ENSG00000245461
51116,AL049610.1,ENSG00000245920
51117,Z83843.1,ENSG00000246121
51118,AL732366.3,ENSG00000246650
51119,AL360224.1,ENSG00000246866
51120,AC092198.1,ENSG00000247055
51121,USP51,ENSG00000247746
51122,BX276092.1,ENSG00000248135
51123,RP1-71L16.6,ENSG00000248264
51124,RP11-262D11.1,ENSG00000248345
51125,AF002997.3,ENSG00000248392
51126,RP11-325D5.3,ENSG00000248421
51127,BX276092.5,ENSG00000248499
51128,RP5-1000K24.2,ENSG00000248503
51129,RP13-347D8.3,ENSG00000248857
51130,RP3-389A20.4,ENSG00000248906
51131,AL031115.1,ENSG00000249187
51132,RP13-297E16.3,ENSG00000249358
51133,AL772208.1,ENSG00000249461
51134,RP11-492O8.1,ENSG00000249467
51135,AF002997.4,ENSG00000249559
51136,AC117517.1,ENSG00000249566
51137,RP5-820B18.3,ENSG00000249615
51138,AC002359.1,ENSG00000249651
51139,MAGEA5,ENSG00000249670
51140,BX890604.1,ENSG00000249724
51141,AC006147.1,ENSG00000249999
51142,BX890604.2,ENSG00000250035
51143,RP11-485B17.5,ENSG00000250084
51144,AF196779.12,ENSG00000250232
51145,RP13-228J13.5,ENSG00000250285
51146,RP5-972B16.2,ENSG00000250349
51147,KIAA1210,ENSG00000250423
51148,AL161779.1,ENSG00000250466
51149,RP1-158I15.2,ENSG00000250489
51150,Z97985.1,ENSG00000250499
51151,RP11-475D8.1,ENSG00000250534
51152,AL772208.2,ENSG00000250601
51153,RP1-142F18.2,ENSG00000250625
51154,AL023575.2,ENSG00000250770
51155,AL096700.2,ENSG00000250774
51156,Z83745.1,ENSG00000250805
51157,AL159987.1,ENSG00000250837
51158,AL391803.1,ENSG00000250881
51159,RP13-128O4.3,ENSG00000250995
51160,AF002997.1,ENSG00000251065
51161,AF002997.2,ENSG00000251096
51162,ZNF674,ENSG00000251192
51163,AL133280.1,ENSG00000251238
51164,AL450449.1,ENSG00000251315
51165,AL035422.2,ENSG00000251519
51166,RP1-158I15.1,ENSG00000251525
51167,RP11-382F24.1,ENSG00000251617
51168,AC006144.1,ENSG00000251641
51169,RP1-305B16.2,ENSG00000251646
51170,U7,ENSG00000251707
51171,U7,ENSG00000251797
51172,U6,ENSG00000251807
51173,SNORD36,ENSG00000251846
51174,snoU13,ENSG00000251848
51175,SCARNA24,ENSG00000251869
51176,AL353691.1,ENSG00000251910
51177,U6,ENSG00000251954
51178,AL591668.1,ENSG00000251962
51179,AL590618.2,ENSG00000251989
51180,ACA64,ENSG00000252016
51181,AL928646.1,ENSG00000252044
51182,SNORA31,ENSG00000252050
51183,Y_RNA,ENSG00000252069
51184,AC002981.1,ENSG00000252111
51185,U6,ENSG00000252113
51186,AL136137.1,ENSG00000252120
51187,U6,ENSG00000252145
51188,Y_RNA,ENSG00000252147
51189,7SK,ENSG00000252163
51190,U3,ENSG00000252175
51191,U7,ENSG00000252178
51192,U6,ENSG00000252205
51193,AL445258.1,ENSG00000252219
51194,SNORA31,ENSG00000252291
51195,U6,ENSG00000252294
51196,SNORA25,ENSG00000252296
51197,U6,ENSG00000252320
51198,U6,ENSG00000252377
51199,U6,ENSG00000252411
51200,AL109750.1,ENSG00000252430
51201,SNORA64,ENSG00000252441
51202,hsa-mir-2114,ENSG00000252454
51203,Y_RNA,ENSG00000252486
51204,U1,ENSG00000252491
51205,snoU13,ENSG00000252525
51206,SNORD112,ENSG00000252551
51207,AL589669.1,ENSG00000252583
51208,U6,ENSG00000252627
51209,AC078993.1,ENSG00000252648
51210,SNORA40,ENSG00000252693
51211,SNORA18,ENSG00000252719
51212,U6,ENSG00000252810
51213,5S_rRNA,ENSG00000252856
51214,U6,ENSG00000252903
51215,U6,ENSG00000252930
51216,SNORD112,ENSG00000252961
51217,7SK,ENSG00000252978
51218,U3,ENSG00000253009
51219,KDM5D,ENSG00000012817
51220,DDX3Y,ENSG00000067048
51221,ZFY,ENSG00000067646
51222,TBL1Y,ENSG00000092377
51223,PCDH11Y,ENSG00000099715
51224,AMELY,ENSG00000099721
51225,PRKY,ENSG00000099725
51226,CYorf15A,ENSG00000099749
51227,USP9Y,ENSG00000114374
51228,TTTY1,ENSG00000129816
51229,RPS4Y1,ENSG00000129824
51230,AC017019.6,ENSG00000129845
51231,VCY,ENSG00000129862
51232,VCY1B,ENSG00000129864
51233,CDY2A,ENSG00000129873
51234,CYorf15B,ENSG00000131002
51235,TTTY9A,ENSG00000131007
51236,AC007379.2,ENSG00000131009
51237,TTTY6B,ENSG00000131538
51238,TTTY6,ENSG00000131548
51239,TTTY7,ENSG00000147753
51240,TTTY7B,ENSG00000147761
51241,TMSB4Y,ENSG00000154620
51242,RPS4Y2,ENSG00000157828
51243,NLGN4Y,ENSG00000165246
51244,TSPY1,ENSG00000168757
51245,PRYP3,ENSG00000169763
51246,AC008175.3,ENSG00000169789
51247,RBMY1F,ENSG00000169800
51248,PRY,ENSG00000169807
51249,RBMY1H,ENSG00000169811
51250,TSPY14P,ENSG00000169849
51251,HSFY2,ENSG00000169953
51252,PRYP4,ENSG00000172283
51253,CDY1,ENSG00000172288
51254,CSPG4P4,ENSG00000172294
51255,AC006328.5,ENSG00000172297
51256,AC012005.2,ENSG00000172332
51257,CSPG4P3,ENSG00000172342
51258,CDY1B,ENSG00000172352
51259,HSFY1,ENSG00000172468
51260,AC007967.3,ENSG00000173357
51261,TGIF2LY,ENSG00000176679
51262,NCRNA00185,ENSG00000176728
51263,TTTY11,ENSG00000180910
51264,AC009976.6,ENSG00000182415
51265,AC010086.2,ENSG00000183146
51266,TTTY8B,ENSG00000183385
51267,AC134882.3,ENSG00000183704
51268,BPY2,ENSG00000183753
51269,BPY2B,ENSG00000183795
51270,UTY,ENSG00000183878
51271,SRY,ENSG00000184895
51272,TTTY13,ENSG00000184991
51273,CD24L4,ENSG00000185275
51274,TTTY8,ENSG00000185700
51275,BPY2C,ENSG00000185894
51276,DAZ3,ENSG00000187191
51277,TSPY13P,ENSG00000187657
51278,DAZ1,ENSG00000188120
51279,ANKRD36P1,ENSG00000188399
51280,AC006158.8,ENSG00000188656
51281,AC134878.1,ENSG00000188681
51282,AC007742.6,ENSG00000196325
51283,RBMY1A3P,ENSG00000197038
51284,GOLGA6L16P,ENSG00000197092
51285,AC009947.4,ENSG00000197955
51286,XKRY2,ENSG00000197995
51287,EIF1AY,ENSG00000198692
51288,DAZ4,ENSG00000205916
51289,PPP1R12BP2,ENSG00000205936
51290,DAZ2,ENSG00000205944
51291,GYG2P,ENSG00000206159
51292,AC017019.5,ENSG00000212855
51293,TTTY2,ENSG00000212856
51294,AC012667.1,ENSG00000214207
51295,PSMA6P1,ENSG00000215414
51296,TPTE2P4,ENSG00000215506
51297,AC006991.1,ENSG00000215507
51298,AC006366.1,ENSG00000215537
51299,AC009947.3,ENSG00000215540
51300,TTTY5,ENSG00000215560
51301,BCORL2,ENSG00000215580
51302,ASS1P6,ENSG00000215583
51303,AC051663.3,ENSG00000215601
51304,AC007275.3,ENSG00000215603
51305,AC019058.1,ENSG00000216777
51306,AC025731.7,ENSG00000216824
51307,AC009494.3,ENSG00000216844
51308,AC009235.2,ENSG00000217179
51309,AC009235.4,ENSG00000217896
51310,AC012078.2,ENSG00000218410
51311,CDY15P,ENSG00000223362
51312,AC010682.7,ENSG00000223406
51313,AC016752.3,ENSG00000223407
51314,AC007274.2,ENSG00000223422
51315,AC010723.1,ENSG00000223517
51316,AC007742.9,ENSG00000223555
51317,AC006157.5,ENSG00000223600
51318,UBE2Q2PY2,ENSG00000223636
51319,AC010086.4,ENSG00000223637
51320,TTTY17C,ENSG00000223641
51321,RAB9AP3,ENSG00000223655
51322,AC007241.3,ENSG00000223682
51323,GOLGA6L15P,ENSG00000223698
51324,AC006335.13,ENSG00000223744
51325,RAB9AP2,ENSG00000223856
51326,DPPA2P1,ENSG00000223915
51327,AC025731.2,ENSG00000223955
51328,AC006338.3,ENSG00000223978
51329,CDY8P,ENSG00000224033
51330,SFPQP1,ENSG00000224035
51331,AC002992.2,ENSG00000224060
51332,TTTY22,ENSG00000224075
51333,AC007379.11,ENSG00000224151
51334,AC007742.4,ENSG00000224166
51335,AC016752.2,ENSG00000224169
51336,TRIM60PY5,ENSG00000224210
51337,CYCSP54,ENSG00000224240
51338,AC006156.4,ENSG00000224336
51339,AC009952.2,ENSG00000224408
51340,AC009494.4,ENSG00000224482
51341,USP9YP7,ENSG00000224485
51342,AC006989.2,ENSG00000224518
51343,AC073893.1,ENSG00000224571
51344,AC025731.1,ENSG00000224634
51345,RBMY2BP,ENSG00000224657
51346,NCRNA00265B,ENSG00000224827
51347,AC016752.8,ENSG00000224866
51348,CDY13P,ENSG00000224873
51349,AC016694.2,ENSG00000224917
51350,AC013412.1,ENSG00000224953
51351,AC007742.8,ENSG00000224964
51352,FAM41AY,ENSG00000224989
51353,ARSDP1,ENSG00000225117
51354,AC009947.1,ENSG00000225189
51355,AC010682.2,ENSG00000225256
51356,OFD1PY13,ENSG00000225287
51357,AC010682.5,ENSG00000225326
51358,OFD1PY10,ENSG00000225466
51359,UBE2Q2PY1,ENSG00000225491
51360,AC006156.1,ENSG00000225516
51361,TTTY16,ENSG00000225520
51362,AC006158.5,ENSG00000225560
51363,CDY20P,ENSG00000225609
51364,AC025227.1,ENSG00000225615
51365,AC009494.1,ENSG00000225624
51366,RNF19BPY,ENSG00000225653
51367,TSPY5P,ENSG00000225685
51368,TCEB1P13,ENSG00000225716
51369,TCEB1P6,ENSG00000225740
51370,AC051663.1,ENSG00000225809
51371,RN18S1,ENSG00000225840
51372,NCRNA00270,ENSG00000225876
51373,SERBP1P2,ENSG00000225878
51374,AC024183.2,ENSG00000225895
51375,AC007742.3,ENSG00000225896
51376,OFD1PY1,ENSG00000226011
51377,AC021107.2,ENSG00000226042
51378,AC006987.8,ENSG00000226061
51379,RBMY2AP,ENSG00000226092
51380,USP9YP6,ENSG00000226116
51381,AC025819.3,ENSG00000226223
51382,ZNF736PY2,ENSG00000226270
51383,AC007742.1,ENSG00000226353
51384,FAM41AY2,ENSG00000226362
51385,USP9YP11,ENSG00000226369
51386,CDY5P,ENSG00000226449
51387,AC009489.1,ENSG00000226504
51388,AC025731.4,ENSG00000226529
51389,AGKP1,ENSG00000226555
51390,OFD1PY2,ENSG00000226611
51391,SHROOM2P1,ENSG00000226863
51392,CDY14P,ENSG00000226873
51393,TTTY4C,ENSG00000226906
51394,AC010086.1,ENSG00000226918
51395,RBMY1J,ENSG00000226941
